LTKBID,PubChem_CID,LabelCompoundName,DILIConcern,SeverityClass,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,STD_SMILES
LT00266,5503.0,tolazamide,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,HH,,Positive,,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,
LT01820,5509.0,tolmetin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,HH,,Positive,,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,
LT01255,2913.0,cyproheptadine,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,HH,,Positive,,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,
LT00053,2244.0,aspirin,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,non-hepatotixic,Negative,Postive,CC(=O)OC1=CC=CC=C1C(=O)O,
LT00805,4771.0,phentermine,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,non-hepatotixic,,Negative,CC(C)(CC1=CC=CC=C1)N,
LT01029,3385.0,fluorouracil,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,HH,,Positive,Postive,C1=C(C(=O)NC(=O)N1)F,
LT00119,4091.0,metformin,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CN(C)C(=N)N=C(N)N,
LT00167,57363.0,finasteride,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,non-hepatotixic,,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,
LT00800,7699.0,benzonatate,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,
LT00584,4173.0,metronidazole,NO-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,HH,,Positive,Postive,CC1=NC=C(N1CCO)[N+](=O)[O-],
LT00161,441141.0,vancomycin,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,HH,,Positive,,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H](C(C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,
LT01933,5328.0,sulfamethizole,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,HH,,Positive,,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,
LT01154,5486971.0,pregabalin,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,Postive,CC(C)C[C@@H](CC(=O)O)CN,
LT00665,6918456.0,prasugrel hydrochloride,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,
LT00859,3821.0,ketamine,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,
LT00980,2088.0,alendronate,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,
LT01244,5493444.0,aliskiren,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,
LT01853,71771.0,aceclofenac,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,
LT01088,68740.0,zoledronate,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,
LT00162,445354.0,vitamin a,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,Positive,,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,
LT00134,4829.0,pioglitazone,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,
LT00140,77999.0,rosiglitazone,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,
LT00052,3152.0,donepezil,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,
LT00647,6691.0,warfarin,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,
LT00180,5865.0,prednisone,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,
LT01207,2719.0,chloroquine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,
LT02007,5281040.0,montelukast,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,
LT00248,2812.0,clotrimazole,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,non-hepatotixic,Negative,,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,
LT02004,27686.0,cromoglicate,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,NE,non-hepatotixic,Negative,,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,
LT01176,44185.0,cefoperazone,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,NE,non-hepatotixic,Negative,,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,
LT00048,14956.0,amphotericin b,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,Hepatotoxic,Negative,,C[C@H]1C=CC=CC=CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,
LT00016,5757.0,estradiol,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,WE,Hepatotoxic,Negative,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,
LT01218,2756.0,cimetidine,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,WE,Hepatotoxic,Negative,,CC1=C(N=CN1)CSCCNC(=NC)NC#N,
LT00062,5481173.0,ceftazidime,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,Hepatotoxic,Negative,,CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],
LT01657,3675.0,phenelzine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,NE,Hepatotoxic,Negative,,C1=CC=C(C=C1)CCNN,
LT01583,8982.0,nafcillin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,
LT00095,3325.0,famotidine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,,Negative,,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,
LT00219,2771.0,citalopram,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,
LT01022,2541.0,candesartan,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,
LT01005,3749.0,irbesartan,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,
LT02063,65999.0,telmisartan,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,
LT01116,5362124.0,benazepril,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,
LT00173,3476.0,glimepiride,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,
LT00023,3825.0,ketoprofen,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,NE,,Negative,,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,
LT00205,4927.0,promethazine,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,NE,,Negative,,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,
LT01497,3956.0,loracarbef,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,NE,,Negative,,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,
LT01829,441233.0,tranylcypromine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,NE,,Negative,,C1[C@H](C1C2=CC=CC=C2)N,
LT01908,4054.0,memantine,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,NE,,Negative,,CC12CC3CC(C1)(CC(C3)(C2)N)C,
LT01646,5904.0,penicillin g,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,HH,,Negative,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,
LT00386,2973.0,deferoxamine,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,HH,,Positive,,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,
LT01968,5281081.0,entacapone,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,WE,,Negative,,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,
LT02100,3007.0,amphetamine,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,Postive,CC(CC1=CC=CC=C1)N,
LT00066,2710.0,chlorcyclizine,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,
LT00982,129211.0,tamsulosin,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,
LT00588,5746.0,mitomycin,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,Hepatotoxic,,Negative,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,
LT00658,3038497.0,fospropofol,NO-DILI-CONCERN,0,Yes,VLESS-DILI-CONCERN,,,,,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+],
LT00153,5394.0,temozolomide,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,Negative,,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,
LT00259,4585.0,olanzapine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,non-hepatotixic,,,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,
LT02019,3911.0,leuprolide,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,non-hepatotixic,,,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,
LT01620,4583.0,ofloxacin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,WE,Hepatotoxic,,,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,
LT01525,64778.0,meropenem,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,Hepatotoxic,,,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3CC[C@H](N3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,
LT00286,2708.0,chlorambucil,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,
LT00488,5852.0,penicillamine,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,,,,,CC(C)([C@H](C(=O)O)N)S,
LT00572,3902.0,letrozole,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,,,,,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,
LT01155,60871.0,adefovir,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,,,,,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,
LT01537,4114.0,methoxsalen,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,
LT01560,4205.0,mirtazapine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,
LT01199,148192.0,atazanavir,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,
LT01655,4748.0,perphenazine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,
LT01786,34698.0,teniposide,LESS-DILI-CONCERN,3,Yes(literature),VLESS-DILI-CONCERN,,,,,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)COC(O7)C8=CC=CS8)O)O,
LT02224,464205.0,tenofovir,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O,
LT00041,2022.0,aciclovir,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,C1=NC2=C(N1COCCO)NC(=NC2=O)N,
LT00126,6003770.0,olsalazine,LESS-DILI-CONCERN,8,Yes,VLESS-DILI-CONCERN,,,,,C1=CC(=C(C=C1N/N=C\2/C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,
LT00165,5734.0,zonisamide,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,,,,,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,
LT00207,2585.0,carvedilol,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,
LT00243,3478.0,glipizide,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,
LT00263,2187.0,anastrozole,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,
LT00302,3488.0,glibenclamide,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,
LT00315,3033637.0,nizatidine,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,
LT00405,3559.0,haloperidol,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,
LT00414,4075.0,mesalazine,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,C1=CC(=C(C=C1N)C(=O)O)O,
LT00448,439492.0,tacrolimus,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)C(=C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)O)C)OC)OC,
LT00450,5426.0,thalidomide,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,
LT00460,25077179.0,triptorelin pamoate,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,
LT00478,6741.0,methylprednisolone,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,
LT00501,2118.0,alprazolam,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,
LT00568,6474909.0,ivermectin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O[C@@H]1C(C)C,
LT00606,4679.0,pantoprazole,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,
LT00612,5755.0,prednisolone,LESS-DILI-CONCERN,3,Yes(literature),VLESS-DILI-CONCERN,,,,,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,
LT00637,5479.0,tinidazole,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,
LT00825,2315.0,bendroflumethiazide,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,
LT00961,,dalteparin sodium,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],
LT00987,60815.0,remifentanil,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,
LT00988,5210.0,sibutramine,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,
LT01002,65981.0,repaglinide,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,
LT01033,5212.0,sildenafil,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,
LT00083,15330.0,propoxyphene,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,
LT01085,124087.0,desloratadine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,
LT01107,2092.0,alfuzosin,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,
LT01113,2284.0,baclofen,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,
LT01177,456256.0,cefotaxime,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,
LT01189,27447.0,cephalexin,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,
LT01190,2678.0,cetirizine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,
LT01198,2712.0,chlordiazepoxide,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,
LT01200,16129629.0,daptomycin,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,
LT01249,2895.0,cyclobenzaprine,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,
LT01251,4369359.0,sitagliptin,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,
LT01289,6915944.0,cefdinir,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,
LT01322,436058.0,pegaspargase,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,
LT01394,3393.0,flurazepam,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,
LT01398,446987.0,fosfomycin,LESS-DILI-CONCERN,6,Yes,VLESS-DILI-CONCERN,,,,,C[C@H]1[C@H](O1)P(=O)(O)O,
LT01399,55891.0,fosinopril,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,
LT01426,772.0,heparin sodium,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,
LT01475,3784.0,isradipine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,
